id,candidate,sentiment,subject_matter,original_text,processed_text,text_length,word_count,hashtag_count,mention_count,contains_url,is_retweet
5914,No candidate mentioned,Neutral,Abortion,RT @barbhaynes: Stop saying pro-life. You're pro-fetus. You don't care about the mom. You don't care about the child after it's born. #GOPD…,stop saying prolife youre profetus dont care mom dont care child born,140,23,1,1,0,1
2651,No candidate mentioned,Neutral,Religion,"#GOPDebate Next time, shld 2 arrange candidates in order of most dangerous 2 least, assessed partly by who hears God talking back the most",next time shld arrange candidate order dangerous least assessed paly hears god talking back,138,24,1,0,0,0
3859,No candidate mentioned,Neutral,None of the above,In case you missed yesterday's #GOPDebate. Today's #work tunes. #StayInformed. https://t.co/VgUrzzWJoH,case missed yesterday today tune,102,11,3,0,1,0
10906,No candidate mentioned,Neutral,FOX News or Moderators,God is going to be in Fox News for his first appearance......ever. #GOPDebates,god going fox news first appearanceever,78,13,1,0,0,0
4335,No candidate mentioned,Neutral,None of the above,"RT @NahBabyNah: Poll from Drudge Report; do you agree?

#GOPDebate http://t.co/qiuwGXNQaK",poll drudge repo agree,89,11,1,1,1,1
10524,No candidate mentioned,Neutral,Religion,RT @rebecca_f: Does God have a super PAC? #GOPDebates,god super pac,53,9,1,1,0,1
1823,No candidate mentioned,Neutral,None of the above,"RT @JoeTalkShow: I'll bet you have some strong opinions on the most-watched debate in history.  So do I.. http://t.co/3KrWyxTqaJ 
#GOPDebate",ill bet strong opinion mostwatched debate history,140,20,1,1,1,1
3696,Chris Christie,Neutral,None of the above,"RT @JillBidenVeep: Chris Christie should end every answer with ""we'll cross that bridge when we get there."" #GOPDebate",chris christie end every answer well cross bridge get,118,18,1,1,0,1
3089,No candidate mentioned,Neutral,None of the above,RT @goldietaylor: .@HillaryClinton watching #GOPDebate #BNRDebates http://t.co/nQzMSx9hDn,watching,89,7,2,2,1,1
5234,Ben Carson,Neutral,,"RT @_Holly_Renee: ""Would you bring back water boarding?""
Carson: I wouldn't broadcast what we're doing...there's no such thing as a PC war.…",would bring back water boarding carson wouldnt broadcast doingtheres thing war…,140,22,0,1,0,1
6957,No candidate mentioned,Neutral,None of the above,"#GOPDebate went very well. My masters will soon choose which candidate will carry out their agenda
#WakeUpAmerica #p2 http://t.co/x8UWh4Kowv",went well master soon choose candidate carry agenda,140,19,3,0,1,0
1108,No candidate mentioned,Neutral,None of the above,RT @saladinahmed: Clear winner of last night's #GOPdebate. http://t.co/MdueysEDLR,clear winner last night,81,9,1,1,1,1
6017,Donald Trump,Neutral,None of the above,"Donald Trump On The Issues http://t.co/kZtZtudxPV 
""Every Political Leader on Every  Issue"" #GOPDebate #2016",donald trump issue every political leader every issue,108,14,2,0,1,0
11247,Donald Trump,Neutral,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,trump cam hand,53,7,1,1,0,1
10298,Scott Walker,Neutral,Religion,RT @NateMJensen: Walker: God is cutting the UW budget. Talk to him. #GOPdebates,walker god cutting budget talk,79,13,1,1,0,1
3973,No candidate mentioned,Neutral,None of the above,RT @DesiJed: Hillary right now #GOPDebate http://t.co/mjsz7LWotz,hillary right,64,7,1,1,1,1
2832,No candidate mentioned,Neutral,None of the above,We'll talk to Potomac's Greg Valliere at 1pm ET about this and the #GOPDebate  https://t.co/FMmPriLU5F,well talk potomac greg valliere,102,15,1,0,1,0
9459,No candidate mentioned,Neutral,None of the above,RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  #mentalhealth #gopdebates http://t.…,want know candidate hear strange voice head,140,21,2,1,1,1
6137,Mike Huckabee,Neutral,Religion,"RT @BethanyGreen05: ""We can be One Nation Under God"" - Mike Huckabee @GovMikeHuckabee #imwithhuck #GOPDebate",one nation god mike huckabee,108,15,2,2,0,1
4840,No candidate mentioned,Neutral,None of the above,RT @DWStweets: On @NewDay from Clev. #GOPDebate last night proved that Democrats are the choice for middle-class Americans in 2016. http://…,clev last night proved democrat choice middleclass american,140,21,1,2,1,1
4429,No candidate mentioned,Neutral,None of the above,.@ReformNetwork's Morning Buzz: Addressing The American Dream http://t.co/p4DK0LmN2q #GOPDebate,morning buzz addressing american dream,95,9,1,1,1,0
10752,No candidate mentioned,Neutral,None of the above,One word for #GOPDebates #bingo!,one word,32,5,2,0,0,0
9356,No candidate mentioned,Neutral,None of the above,"RT @FoxNewsMom: I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5",psychic,64,6,1,1,1,1
4670,No candidate mentioned,Neutral,None of the above,"RT @SplitSingleband: How much does it say about Martin Short's talent that no one recognized him while in character?
#GOPDebate http://t.co…",much say main shos talent one recognized character,140,21,1,1,1,1
11147,Rand Paul,Neutral,None of the above,RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates,rand paul hair sold calamari debate,88,14,1,1,0,1
3986,No candidate mentioned,Neutral,None of the above,New York Sun editorial | The Next Debate http://t.co/1UfbcPVT34 (via @NewYorkSun) #Constitution #GOPDebate #GOP,new york sun editorial next debate via,111,14,3,1,1,0
180,Ted Cruz,Neutral,FOX News or Moderators,"RT @SooperMexican: Ted Cruz doesn't appreciate your emphatically sarcastic air quotes, megan kelly. #GOPDebate",ted cruz doesnt appreciate emphatically sarcastic air quote megan kelly,110,14,1,1,0,1
2989,No candidate mentioned,Neutral,Racial issues,RT @mojowhoha: @Sherrod_Small &amp; @kurtmetzger Have the Cure for Racism on @racewarspodcast on @OpieRadio XM103 Sirius206 Wed @ 9pm est #GOPD…,amp cure racism sirius wed est,144,21,1,5,0,1
6725,No candidate mentioned,Neutral,Religion,RT @matt_lichstein: Anyone heard from God yet? #GOPDebate,anyone heard god yet,57,8,1,1,0,1
1513,No candidate mentioned,Neutral,None of the above,RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/XrmlHwo1NV,leave republican pay become democrat,109,14,1,1,1,1
7373,No candidate mentioned,Neutral,None of the above,RT @ordynerry: Wanna know how to rally our generation to care about the next presidential election? Get them to watch The West Wing. #GOPDe…,wan know rally generation care next presidential election get watch west wing,140,24,1,1,0,1
338,No candidate mentioned,Neutral,None of the above,"RT @jstephencarter: My #hottake: Carly Fiorina became a 1st tier candidate yesterday. Otherwise, #GOPDebate changed nothing/will be ancient…",carly fiorina became tier candidate yesterday otherwise changed nothingwill ancient…,140,18,2,1,0,1
11298,No candidate mentioned,Neutral,None of the above,I just stress ate everything in my fridge and took a shot or two of whiskey. #GOPDebates,stress ate everything fridge took shot two whiskey,88,17,1,0,0,0
5337,No candidate mentioned,Neutral,Abortion,RT @comcatholicgrl: Talk pro-life to me #GOPDebate,talk prolife,50,7,1,1,0,1
7334,No candidate mentioned,Neutral,None of the above,"RT @atmccann: shoutout to @bencasselman on that six hour #GOPDebate to #jobsday turnaround, BEAST MODE",shoutout six hour turnaround beast mode,102,15,2,2,0,1
4304,No candidate mentioned,Neutral,None of the above,The woman on her knees was under a Clinton desk #GOPDebate,woman knee clinton desk,58,11,1,0,0,0
10129,No candidate mentioned,Neutral,None of the above,Now for your closing statements. Who is your daddy and what does he do? #GOPDebates http://t.co/pQeHfiFWLC,closing statement daddy,106,16,1,0,1,0
13308,Donald Trump,Neutral,None of the above,I'd be interested to see responses to what people would be willing to do #IfTrumpPaidYou #GOPDebates,interested see response people would willing,100,16,2,0,0,0
2883,No candidate mentioned,Neutral,None of the above,Who's the real illegal alien #SoniaSotomayor - Farrakhan on #GOPDebate Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,who real illegal alien farrakhan immigration amp mexican bor via,144,18,2,1,1,0
6891,Donald Trump,Neutral,FOX News or Moderators,@realDonaldTrump should see this #gopdebate #FoxDebate @foxnewspolitics  https://t.co/PSN0asmewp,see,96,8,2,2,1,0
10767,No candidate mentioned,Neutral,,Where are the alumni from top foreign affairs programs and military schools? We need you. Help us! Please. #GOPdebates,alumnus top foreign affair program military school need help please,118,19,1,0,0,0
12402,No candidate mentioned,Neutral,None of the above,@CapehartJ not if mentioned in debate. #GOPDebates,mentioned debate,50,7,1,1,0,0
3825,No candidate mentioned,Neutral,None of the above,RT @OhNoSheTwitnt: Hillary Clinton sitting at home reciting the names of the GOP candidates like Arya Stark's list. #GOPDebate,hillary clinton sitting home reciting name gop candidate like arya starks list,126,19,1,1,0,1
10571,No candidate mentioned,Neutral,None of the above,"""My father was a scarecrow and my mother raised 50 children of which only 25 were her own"" #gopcandidates #gopdebates",father scarecrow mother raised child,117,20,2,0,0,0
10164,No candidate mentioned,Neutral,None of the above,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,one favorite thing many candidate ive seen person thanks amp,144,24,1,2,0,1
672,Donald Trump,Neutral,None of the above,RT @megynkelly: .@realDonaldTrump: I think the big problem this country has is being politically correct #GOPDebate,think big problem country politically correct,115,16,1,2,0,1
8458,Donald Trump,Neutral,FOX News or Moderators,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",trump said megyn ask nine candidate plan suppo win nomination,140,23,1,1,0,1
12037,Marco Rubio,Neutral,None of the above,RT @bitterjim2u: Am I the only one wondering if Rubio &amp; his wife play Marco Polo when they have sex? Except replace Polo with Rubio. #GOPDe…,one wondering rubio amp wife play marco polo sex except replace polo rubio,144,26,1,1,0,1
6640,No candidate mentioned,Neutral,None of the above,Who won in last night's debate? @KObradovich says several people for several reasons. http://t.co/IF0rChH2Hk #GOPDebate,last night debate say several people several reason,119,15,1,1,1,0
6056,No candidate mentioned,Neutral,None of the above,"RT @wondersnwanders: In light of the #GOPDebate check out my poem on being a majority
http://t.co/iSsjFq9YSN",light check poem majority,108,16,1,1,1,1
320,Rand Paul,Neutral,None of the above,RT @kesgardner: And...Rand Paul lands the first haymaker of the night. #GOPDebate,andrand paul land first haymaker night,81,12,1,1,0,1
13367,Donald Trump,Neutral,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,trump cam hand,53,7,1,1,0,1
9928,No candidate mentioned,Neutral,None of the above,Some great tweets by David Limbaugh during the #GOPDebates http://t.co/oY2dPyIzXk,great tweet david limbaugh,81,10,1,0,1,0
275,No candidate mentioned,Neutral,FOX News or Moderators,The Real #GOPDebate Winner: Republican Voters - Fox Nation http://t.co/98G42IaZ5O,real winner republican voter fox nation,81,10,1,0,1,0
1460,No candidate mentioned,Neutral,None of the above,"RT @TheAbridgedZach: The 3 Most and Least Libertarian Moments from Last Night's #GOPDebate. (Spoiler: ""Most"" was slim pickin'): https://t.c…",least libearian moment last night spoiler slim pickin,140,19,1,1,1,1
4530,No candidate mentioned,Neutral,None of the above,RT @rajiniv: While posting pics outside the #GOPDebate I unwittingly came across @PFTCommenter. Now I know who he is. Onto the debate now.,posting pic outside unwittingly came across know onto debate,138,23,1,2,0,1
11681,John Kasich,Neutral,LGBT issues,"RT @cpnote: Kacinich; ""some of my best friends are gay""#GOPDebates",kacinich best friend gay,66,10,1,1,0,1
4698,No candidate mentioned,Neutral,None of the above,"RT @ericschroeck: My father was a puddle of water. My mother was an apple. I was raised by goats. When I'm president, the goat people shall…",father puddle water mother apple raised goat president goat people shall…,140,26,0,1,0,1
11985,No candidate mentioned,Neutral,None of the above,Basically everybody is like... #GOPDebates http://t.co/CHNq09Vhp5,basically everybody like,65,6,1,0,1,0
11124,Ben Carson,Neutral,Foreign Policy,"Carson: We convinced #Ukraine to give up their nukes, and now Washington won't even give them weapons to defend themselves with. #GOPDebates",carson convinced give nuke washington wont even give weapon defend,140,22,2,0,0,0
4813,No candidate mentioned,Neutral,None of the above,"@AandGShow #GOPDebate 
Couldn't help myself! http://t.co/MQVUzm3v5F",couldnt help,67,6,1,1,1,0
9812,No candidate mentioned,Neutral,Religion,"luciabrawley: What is the Christian litmus test? Let's refer to the Constitution, shall we? #GOPDebates #FirstAmendment #Freedomofreligion",luciabrawley christian litmus test let refer constitution shall,138,17,3,0,0,0
5732,No candidate mentioned,Neutral,None of the above,.@DaTechGuyblog Tania Gail Asks Question to Candidates at #GOPDebate! http://t.co/b6yudpqWQP @instapundit @RSMcCain @MaroonedInMarin,tania gail asks question candidate,132,13,1,4,1,0
6943,No candidate mentioned,Neutral,Religion,"RT @mrmedina: God gives me unconditional love I'm going to give it to the people around me.

— Someone on stage at #GOPDebate",god give unconditional love going give people around someone stage,125,23,1,1,0,1
498,,Neutral,None of the above,"@Bipartisanism Well, technically we didn't, but the Supreme Court said we did.  #GOPDebate",well technically didnt supreme cou said,90,13,1,1,0,0
2683,No candidate mentioned,Neutral,None of the above,"So confused, where was Alan Alda? #GOPDebate",confused alan alda,44,7,1,0,0,0
5637,Donald Trump,Neutral,None of the above,'The Donald' Trumps #GOPDebate rivals.Will millenials 'friend' a celebrity post current revolutionary? #tcot http://t.co/VeYck9QRiF via @AOL,donald trump rivalswill millenials friend celebrity post current revolutionary via,140,16,2,1,1,0
10283,No candidate mentioned,Neutral,Religion,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,candidate received word god presidential hopeful america christian brotherhood america,140,20,0,1,0,1
7148,No candidate mentioned,Neutral,None of the above,#GOPDebate shows no clear winner. The firing squad went for #Hillary although their dismal past performance records were clearly on display.,show clear winner firing squad went although dismal past performance record clearly display,140,21,2,0,0,0
9354,John Kasich,Neutral,FOX News or Moderators,"“@msgoddessrises: Maybe three! Kasich, Bush, Trump #GopDebates  https://t.co/4oFtErX4Ci” wouldn't surprise me.",maybe three kasich bush trump wouldnt surprise,110,11,1,1,1,0
4018,Chris Christie,Neutral,None of the above,"RT @hikergirl425: @AandGShow #GOPDebate 
Couldn't help myself! http://t.co/MQVUzm3v5F",couldnt help,85,8,1,2,1,1
